鴒	鸰
獷	犷
舉	举
鰵	鳘
鵂	鸺
鄕	乡
嶺	岭
鰏	鲾
蘇	苏
跡	迹
積	积
孿	孪
詗	诇
簹	筜
禪	禅
歷	历
貍	狸
颭	飐
瀠	潆
鬱	郁
襠	裆
醻	酬
齣	出
竝	并
鸂	㶉
僕	仆
綏	绥
苧	苎
轟	轰
隸	隶
鰉	鳇
蠱	蛊
簍	篓
傖	伧
齙	龅
髏	髅
礦	矿
儿	儿
闓	闿
敭	扬
撻	挞
趨	趋
導	导
諑	诼
懌	怿
駝	驼
贏	赢
鹼	硷
韆	千
劑	剂
鈑	钣
硨	砗
鑾	銮
姍	姗
襯	衬
驅	驱
碩	硕
鮊	鲌
靜	静
鉚	铆
悞	悮
璫	珰
櫺	棂
題	题
征	征
餡	馅
皰	疱
輞	辋
疇	畴
紱	绂
煆	煅
幺	么
灑	洒
輾	辗
齏	齑
匳	奁
厠	厕
區	区
蕎	荞
記	记
單	单
榿	桤
蕷	蓣
紇	纥
論	论
騰	腾
纏	缠
攷	考
濃	浓
檳	槟
腡	脶
識	识
訊	讯
麩	麸
紆	纡
噠	哒
鮝	鲞
鋅	锌
豎	竖
穢	秽
納	纳
醬	酱
諮	谘
醱	酦
腦	脑
詁	诂
慣	惯
餷	馇
膽	胆
來	来
著名	著名
臨	临
樑	梁
嬰	婴
筴	䇲
輔	辅
担	担
檣	樯
綉	绣
賫	赍
歿	殁
鴿	鸽
謭	谫
閽	阍
該	该
蠐	蛴
台	台
撓	挠
熲	颎
韍	韨
鋱	铽
鐺	铛
瀅	滢
衕	同
酈	郦
癘	疠
鴣	鸪
鰭	鳍
瞘	眍
鷂	鹞
繩	绳
堯	尧
藍	蓝
勗	勖
淵	渊
靆	叇
幱	襕
涂	涂
蝦	虾
裡	里
倆	俩
繢	缋
賾	赜
銣	铷
鐨	镄
閌	闶
饃	馍
應	应
鶓	鹋
尲	尴
与	与
釃	酾
纈	缬
鎸	镌
滎	荥
褻	亵
協	协
啗	啖
鯀	鲧
銑	铣
鰒	鳆
勣	绩
愷	恺
悽	凄
癢	痒
評	评
薈	荟
曏	向
緇	缁
飢	饥
灤	滦
瓚	瓒
鯁	鲠
曬	晒
貝	贝
鎇	镅
僂	偻
貿	贸
愜	惬
㠏	㟆
類	类
務	务
觝	抵
尋	寻
賚	赉
閡	阂
鉍	铋
鱉	鳖
愿	愿
奪	夺
嘍	喽
攔	拦
覯	觏
霢	霡
徠	徕
鱟	鲎
潿	涠
贐	赆
搾	榨
綽	绰
嚀	咛
萬	万
揹	背
鰁	鳈
擕	携
紉	纫
倖	幸
樣	样
銕	铁
嚦	呖
駛	驶
庫	库
駿	骏
竜	龙
嘸	呒
滻	浐
闒	阘
瞭	了
薑	姜
閻	阎
鶬	鸧
滿	满
誌	志
軋	轧
璽	玺
剝	剥
猶	犹
蝟	猬
躥	蹿
鱯	鳠
鶹	鹠
綱	纲
陽	阳
蠆	虿
蠅	蝇
緄	绲
業	业
鐵	铁
鑷	镊
鷦	鹪
釁	衅
頫	俯
譾	谫
鏵	铧
毀	毁
詰	诘
鈮	铌
睞	睐
爐	炉
鷰	燕
鳶	鸢
錦	锦
簷	檐
璣	玑
魨	鲀
玨	珏
騅	骓
實	实
灕	漓
盪	荡
渾	浑
挩	捝
瀝	沥
鰹	鲣
枴	拐
麼	么
訌	讧
鵞	鹅
殺	杀
佔	占
鏹	镪
彈	弹
倣	仿
鰥	鳏
襏	袯
頲	颋
燁	烨
礬	矾
維	维
鰳	鳓
著	着
鱣	鳣
劃	划
掙	挣
暫	暂
驗	验
腫	肿
閱	阅
餾	馏
彊	强
柵	栅
艙	舱
筍	笋
覲	觐
隨	随
儘	尽
晝	昼
韙	韪
沖	冲
觴	觞
湊	凑
飃	飘
廚	厨
燜	焖
疊	迭
訥	讷
轢	轹
縶	絷
癰	痈
緣	缘
從	从
靚	靓
鑠	铄
騌	骔
繳	缴
遲	迟
齕	龁
耮	耢
殲	歼
躕	蹰
櫨	栌
謐	谧
籖	签
鬚	须
毆	殴
耑	端
鯽	鲫
鰃	鳂
圓	圆
締	缔
蘊	蕴
硤	硖
撟	挢
譟	噪
箇	个
鍋	锅
粬	曲
槨	椁
矽	硅
齲	龋
崬	岽
漚	沤
鱘	鲟
慪	怄
篠	筱
凃	涂
顫	颤
釒	钅
儉	俭
鎂	镁
雋	隽
鎛	镈
鴞	鸮
濶	阔
譏	讥
驢	驴
鐲	镯
彎	弯
篛	箬
闔	阖
靄	霭
彿	佛
釬	焊
義	义
驦	骦
繯	缳
幗	帼
蕆	蒇
練	练
損	损
鵐	鹀
鋝	锊
覥	觍
嫵	妩
檜	桧
試	试
廡	庑
稜	棱
謎	谜
隖	坞
燭	烛
賈	贾
欖	榄
構	构
葯	药
門	门
鋮	铖
歎	叹
巋	岿
鍵	键
鈔	钞
亙	亘
魛	鱽
鵜	鹈
詫	诧
葦	苇
錆	锖
万	万
翺	翱
賣	卖
禍	祸
債	债
純	纯
蒼	苍
襪	袜
銃	铳
幀	帧
擷	撷
傷	伤
轀	辒
錇	锫
毬	球
貯	贮
錩	锠
運	运
犧	牺
規	规
訏	吁
曇	昙
嗶	哔
調	调
屓	屃
贗	赝
鎊	镑
鄔	邬
慄	栗
懽	欢
荊	荆
澐	沄
財	财
憫	悯
靉	叆
揀	拣
響	响
謾	谩
廢	废
繾	缱
轤	轳
謙	谦
屢	屡
銬	铐
穠	秾
滙	汇
囪	囱
駭	骇
厭	厌
囌	苏
瘲	疭
崑	昆
鸌	鹱
縉	缙
駡	骂
哢	咔
煇	辉
絍	纴
採	采
絕	绝
壜	坛
鯝	鲴
縣	县
灧	滟
衞	卫
憐	怜
賺	赚
蕒	荬
鈹	铍
廼	乃
慼	戚
蠔	蚝
桿	杆
換	换
糹	纟
鎵	镓
痺	痹
鄰	邻
櫚	榈
榦	干
蠑	蝾
礫	砾
頡	颉
宁	宁
饅	馒
訢	欣
犖	荦
窶	窭
緶	缏
滷	卤
黃	黄
灩	滟
術	术
譆	嘻
勞	劳
鏑	镝
體	体
鱗	鳞
极	极
駰	骃
蛺	蛱
澂	澄
爛	烂
狽	狈
飾	饰
銥	铱
輦	辇
骯	肮
歗	啸
茲	兹
後	后
綻	绽
鈅	钥
丰	丰
顴	颧
魺	鲄
軹	轵
劉	刘
錳	锰
詿	诖
簞	箪
顥	颢
獁	犸
鱒	鳟
瘋	疯
痙	痉
鸛	鹳
鋭	锐
閆	闫
鈎	钩
鈾	铀
説	说
諒	谅
鷹	鹰
棶	梾
穀	谷
峴	岘
儻	傥
溮	浉
靈	灵
騭	骘
縵	缦
頴	颕
佈	布
書	书
縈	萦
瞶	瞆
樂	乐
縯	演
儹	攒
訂	订
昇	升
闈	闱
窺	窥
轉	转
側	侧
朮	术
鷓	鹧
廣	广
薟	莶
縛	缚
釐	厘
糝	糁
淒	凄
貳	贰
唸	念
賑	赈
籩	笾
綜	综
讜	谠
頰	颊
齇	齄
瀉	泻
購	购
鄆	郓
詮	诠
鳴	鸣
樺	桦
難	难
騶	驺
綃	绡
龔	龚
瀾	澜
捲	卷
櫥	橱
嶨	峃
顰	颦
鑪	炉
譅	䜧
噲	哙
摻	掺
數	数
艷	艳
钁	镢
諶	谌
頒	颁
僅	仅
莧	苋
覎	觃
駸	骎
發	发
贛	赣
塵	尘
墜	坠
矯	矫
煖	暖
輬	辌
綿	绵
彌	弥
貙	䝙
諤	谔
訝	讶
訁	讠
檮	梼
餽	馈
僑	侨
鯪	鲮
臏	膑
監	监
懸	悬
謄	誊
賸	剩
鉗	钳
鱠	鲙
摺	折
鴷	䴕
姦	奸
䲁	鳚
緬	缅
縮	缩
孌	娈
詛	诅
嶴	岙
釗	钊
釹	钕
對	对
鮍	鲏
灝	灏
廁	厕
鸞	鸾
鎋	辖
娛	娱
攢	攒
媼	媪
嫺	娴
戯	戏
雜	杂
鷸	鹬
塹	堑
滾	滚
蘺	蓠
劊	刽
鍰	锾
販	贩
獺	獭
鵁	䴔
縝	缜
鮋	鲉
鯵	鲹
搶	抢
籪	簖
鴇	鸨
賭	赌
譌	讹
齬	龉
厂	厂
鵠	鹄
註	注
塲	场
棄	弃
櫟	栎
凴	凭
餑	饽
鶖	鹙
頹	颓
鏝	镘
羈	羁
蹌	跄
計	计
詠	咏
鰟	鳑
銼	锉
擲	掷
躚	跹
鮐	鲐
錮	锢
籠	笼
習	习
獵	猎
閈	闬
鷙	鸷
踡	蜷
鐶	镮
慴	慑
槧	椠
辟	辟
暘	旸
嘮	唠
淚	泪
緙	缂
橫	横
鰛	鳁
訟	讼
謂	谓
綯	绹
轍	辙
嚙	啮
營	营
騐	验
檔	档
鱸	鲈
岡	冈
襇	裥
鑒	鉴
糸	纟
農	农
帘	帘
緊	紧
殮	殓
聼	听
溼	湿
匭	匦
誣	诬
紛	纷
祿	禄
禱	祷
鋸	锯
棬	桊
閭	闾
瑩	莹
闞	阚
頎	颀
蕭	萧
渙	涣
瑒	玚
瘺	瘘
腖	胨
黽	黾
鑌	镔
穡	穑
篤	笃
緑	绿
褸	褛
銚	铫
頸	颈
閨	闺
琍	璃
鄭	郑
騏	骐
訦	谌
棖	枨
飈	飚
鋼	钢
脩	修
靣	面
閼	阏
禡	祃
莖	茎
號	号
檻	槛
絆	绊
鯨	鲸
紈	纨
繡	绣
鵲	鹊
薦	荐
諝	谞
韝	鞴
遊	游
綴	缀
鯖	鲭
颳	刮
鷄	鸡
鼈	鳖
鎿	镎
戩	戬
撈	捞
與	与
絀	绌
別	别
敘	叙
瘡	疮
諂	谄
鄘	墉
齔	龀
鑰	钥
媧	娲
鶚	鹗
処	处
軑	轪
灘	滩
涼	凉
挾	挟
窵	窎
決	决
讀	读
艫	舻
贔	赑
疊	叠
諗	谂
衆	众
讖	谶
態	态
絰	绖
鴆	鸩
籮	箩
掗	挜
傘	伞
橋	桥
臥	卧
鮷	鳀
稭	秸
寵	宠
憲	宪
鏇	旋
攆	撵
驤	骧
惻	恻
範	范
譭	毁
鈀	钯
夠	够
颯	飒
覬	觊
慮	虑
傭	佣
韃	鞑
鍶	锶
鯇	鲩
幃	帏
騙	骗
梲	棁
濁	浊
贍	赡
汚	污
剮	剐
嘔	呕
攛	撺
燾	焘
絝	绔
䰾	鲃
殼	壳
銱	铞
奐	奂
齊	齐
鮪	鲔
絎	绗
傢	家
衛	卫
謚	谥
詣	诣
遷	迁
緯	纬
鰠	鳋
飯	饭
謳	讴
鱈	鳕
診	诊
塤	埙
窩	窝
睏	困
裝	装
憚	惮
覈	核
鉭	钽
簣	篑
儅	当
崍	崃
傾	倾
驛	驿
鴯	鸸
鼇	鳌
潛	潜
籌	筹
虆	蔂
駑	驽
結	结
紼	绋
優	优
蟻	蚁
兇	凶
覽	览
費	费
嬈	娆
濤	涛
鐋	铴
韜	韬
劄	札
撚	捻
橢	椭
錚	铮
輇	辁
統	统
纍	累
癲	癫
溳	涢
瑣	琐
漢	汉
繙	翻
裏	里
穭	稆
囀	啭
癒	愈
鷈	䴘
搖	摇
綬	绶
蟣	虮
嶸	嵘
鋌	铤
